track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,community_id
6mFsYlDjG2Esy5hXhNy78t,Get Dead,Tall Cans & Loose Ends,This One's for Johnny,31,195640,False,0.482,0.772,1,-5.128,1,0.0318,0.0265,0.0,0.269,0.586,129.91,4,acoustic,0
73oHkllHIT8fdbzpxiXW40,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,208793,False,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,4,acoustic,0
0c99BUd87HQfzgUUQqRyds,Kina Grannis,In the Waiting,For Now,57,198403,False,0.394,0.249,5,-10.484,1,0.0396,0.927,0.0,0.115,0.329,79.549,4,acoustic,0
1HfxPaJggVwFsvOtHbVzMz,Kris Allen,Kris Allen,Live Like We're Dying,55,212506,False,0.589,0.893,0,-2.948,1,0.0397,0.0273,0.0,0.343,0.94,92.011,4,acoustic,0
4ckCgKE0aIy4TNSGdm36QT,Frank Turner,The Second Three Years,Linoleum,26,88626,False,0.548,0.666,4,-2.277,1,0.036,0.281,0.0,0.231,0.582,98.806,4,acoustic,0
4YgEwanzISFU4xa27saTux,YUZU,Land,Reason,47,304320,False,0.363,0.819,7,-3.128,1,0.0634,0.0591,0.0,0.0988,0.468,122.527,4,acoustic,0
5wQci5VCUjdbKnRD61XYwu,Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Flood,60,261640,False,0.577,0.446,6,-11.343,1,0.0313,0.554,0.0782,0.116,0.262,81.005,4,acoustic,0
1BECZPXBXzobsfmlzj0g3I,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again - Live",19,264280,False,0.56,0.278,3,-12.501,1,0.0921,0.733,0.0,0.112,0.594,102.187,4,acoustic,0
7DUnyslSCb05yeSmGGTJ81,Brett Dennen;Benedict Cumberbatch,August: Osage County (Original Motion Picture Soundtrack),Can't Keep It Inside,45,77093,False,0.519,0.0646,2,-18.898,1,0.0433,0.982,3.84e-06,0.105,0.395,121.696,4,acoustic,0
6JAXWoK53LV3hYARf4TzzP,Thomas Daniel,Symphony,Symphony - Acoustic,49,192389,False,0.359,0.208,7,-10.567,1,0.036,0.943,0.0,0.0931,0.105,83.155,3,acoustic,0
3dglCYsVMjPbDlU2CC9Vq7,Jason Mraz,Know.,Let's See What The Night Can Do,53,245186,False,0.392,0.423,7,-7.813,1,0.0348,0.27,0.0,0.117,0.288,113.537,4,acoustic,0
4qTHoIp62ngNDpUJwW3hZ7,Boyce Avenue,"Cover Sessions, Vol. 6",Can’t Help Falling in Love,57,131000,False,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044,3,acoustic,0
3g61xRaqII8q1wlQDzv550,Boyce Avenue,"Cover Sessions, Vol. 4",Beautiful Soul,62,216612,False,0.483,0.506,9,-6.058,1,0.0347,0.394,0.0,0.0946,0.705,87.337,4,acoustic,0
5hCgm1tDb7ZZKmRtucTTjh,C.W. Stoneking,Jungle Blues,The Love Me or Die,47,234600,False,0.609,0.53,3,-5.465,0,0.0648,0.84,2.02e-05,0.133,0.919,150.405,4,acoustic,0
4qScDvgzJs0Oo30kFaJIuy,Sakura Fujiwara,SUPERMARKET,Waver,29,207933,False,0.626,0.682,6,-5.656,1,0.0397,0.277,0.000325,0.0985,0.636,75.02,4,acoustic,0
4H7MpMZ4p3Cc06B11bcgL7,Jack Savoretti,Days Gone (Original Soundtrack),Soldier's Eyes,50,171760,False,0.666,0.289,7,-12.404,1,0.0317,0.641,8.2e-06,0.109,0.415,109.965,4,acoustic,0
05b6SX5DjBpvd5rYIxmwOz,The Civil Wars,Barton Hollow,To Whom It May Concern,44,211360,False,0.309,0.159,7,-13.101,1,0.0315,0.912,0.000264,0.1,0.139,87.493,4,acoustic,0
4VbDTk82rqWqVgoQC93CkC,Andrew Belle,Dive Deep (Hushed),Dive Deep (Hushed),58,218531,False,0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,4,acoustic,0
7mQmu0JSoEyYU763IJXhIA,Jon Bryant,Headphones,Headphones,56,204998,False,0.559,0.455,5,-8.937,1,0.0306,0.421,2.08e-06,0.103,0.396,159.985,4,acoustic,0
1m3Lsbhkn6yL8apzsCiukd,Ben Woodward,Memories (Acoustic),Memories (Acoustic),46,183337,False,0.802,0.183,8,-17.1,1,0.403,0.809,0.0,0.109,0.664,91.078,4,acoustic,0
2EkGF5wYi3QrxTMMQftm4a,Mia Rollo,Saktong Akustik,Beer,29,254306,False,0.473,0.493,11,-6.733,1,0.0302,0.84,6.57e-06,0.0915,0.54,169.998,4,acoustic,0
5OWl1kO0gRlPxmp1wFyIWZ,Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed - Humming Version,48,162309,False,0.292,0.339,7,-13.153,1,0.032,0.923,0.879,0.111,0.343,100.69,4,acoustic,0
26TzE0IIiuqPKLaWfcsj4C,Jason Mraz,Now That's What I Call Music 2012-13,I Won’t Give Up,16,240640,False,0.543,0.329,4,-9.46,1,0.0449,0.69,0.0,0.112,0.141,136.549,3,acoustic,0
3TnFkFik1REVmx8V58n6Uu,Masaharu Fukuyama,HUMAN,恋の魔力,27,278613,False,0.495,0.865,7,-3.21,1,0.0414,0.000791,6.68e-06,0.247,0.881,156.924,4,acoustic,0
60Ul9B9xErs1tAikGkBEfL,Mindy Smith,Chillin' It - Mellow Day Country,It's Amazing,0,220213,False,0.612,0.484,9,-9.773,1,0.0319,0.643,0.0,0.118,0.254,138.961,4,acoustic,0
17M1JFSr2eEvo5dQnCIQim,Leo Sayer,The Show Must Go On: The Leo Sayer Anthology,More Than I Can Say - Remastered,56,222133,False,0.726,0.506,10,-12.77,1,0.0239,0.213,3.41e-05,0.332,0.72,96.5,4,country,0
7yYcd2Fqa4E9sjOLPhnwpc,Kacey Musgraves;Willie Nelson,Christmas Country Songs 2022,A Willie Nice Christmas,0,203640,False,0.622,0.636,0,-7.397,1,0.0352,0.775,0.000161,0.136,0.759,151.2,4,country,0
6gm1mSNmXj8GqIo7c12hmm,Simon Casey,My Lord and My God,My Lord and My God,48,67500,False,0.199,0.119,4,-15.13,0,0.0381,0.99,0.269,0.0912,0.0991,95.292,4,country,0
1Y1lY3CMLxuvtsW7YVxJAi,Maddie & Tae,A Merry Modern Christmas,Christmas (Baby Please Come Home),0,182506,False,0.424,0.451,3,-7.486,1,0.0285,0.821,1.46e-06,0.124,0.184,161.992,3,country,0
6ndj9mwGI2t50WWLPwLzIM,Zach Bryan,Finest Country,Heavy Eyes,0,190780,False,0.471,0.912,5,-3.032,1,0.0724,0.032,0.0,0.343,0.613,139.667,4,country,0
41ufY2GlLLZB5ZrTfsb0u0,Loretta Lynn,Sweet Home Alabama,"I Love You, I Love You",0,160050,False,0.565,0.234,7,-8.089,1,0.0286,0.723,0.000354,0.0854,0.484,85.274,3,country,0
6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,False,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4,country,0
0QJfzIyIei7vm1Jrmh34HN,Gabby Barrett,Oklahoma Smokeshow - Breakout Country,Pick Me Up,0,169440,False,0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,4,country,0
1GIFDbwxGx1jVfroBbzmwh,Josh Turner;Chris Janson,Country USA,Country State Of Mind,0,242022,False,0.594,0.833,1,-5.559,1,0.0337,0.0119,0.0,0.315,0.592,118.512,4,country,0
20PD57jNOHToaTbVi9ZHpa,BRELAND,Easy Country,For What It’s Worth,0,175212,False,0.661,0.749,1,-4.851,1,0.0371,0.0579,0.0,0.0898,0.682,146.079,4,country,0
59kHPbwyyCApYA8RQQEuXm,Alan Jackson,A Lot About Livin' (And A Little 'Bout Love),Chattahoochee,72,148160,False,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,4,country,0
57ltwsHkFOIlblAUF0gUQ0,Loretta Lynn,Christmas Country Songs 2022,Country Christmas,0,126120,False,0.783,0.386,9,-10.36,1,0.0395,0.795,4.92e-05,0.129,0.834,99.322,4,country,0
2KBudV1Lf6ZDIS9hi60Lc5,Rascal Flatts,Nothing Like This,I Won't Let Go,52,227760,False,0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,4,country,0
5D2cMPwNY9Ftb7vqInLLQK,Zach Bryan,Highway Boys,From Austin,43,207453,False,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,4,country,0
6m3GKOLADaMvOT6iwT5FZ4,Joe Diffie,16 Biggest Hits,John Deere Green,45,271960,False,0.701,0.805,2,-5.584,1,0.0272,0.106,0.0,0.0581,0.696,130.406,4,country,0
59Yb6w8DywcHViQUsd85Go,Casey Donahew,Lost Days,Stockyards,46,184306,False,0.708,0.622,0,-8.154,1,0.0409,0.0104,0.0,0.0735,0.777,134.023,4,country,0
3GCVKDkxKwMHHHOurpI6qR,Billy Ray Cyrus,Country USA,Some Gave All,0,245200,False,0.633,0.442,7,-8.463,1,0.0296,0.036,7.57e-06,0.0672,0.241,121.617,4,country,0
64xp2l0AuDU8HkTvjuH50K,Tomgang,Hjortefall,Hjortefall,45,224260,False,0.538,0.646,9,-7.093,1,0.0423,0.0805,0.00671,0.0887,0.459,160.129,4,country,0
7CApeRUBX1cqQHmyCC1ofY,Kacey Musgraves;Troye Sivan,The Very Best Christmas Songs 2022,Glittery - From The Kacey Musgraves Christmas Show Soundtrack,0,143596,False,0.595,0.275,8,-9.815,0,0.0309,0.864,0.0,0.107,0.345,85.752,4,country,0
1YKTp5PVGuOSivCw5x3IQM,Koe Wetzel,Sellout,Lubbock,42,179704,True,0.562,0.948,6,-3.89,1,0.0359,0.0323,0.0,0.369,0.94,106.021,4,country,0
4L6mJJhYx3PNhKhaXX4BCw,Lynyrd Skynyrd,Country Car Hits,Simple Life,1,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,country,0
2z9qzLuCkfRdGNI1u08EyO,Hellbillies,Søvnlaus,20 år på vegen,46,246626,False,0.356,0.568,5,-5.264,1,0.0295,0.191,0.0,0.183,0.42,77.35,4,country,0
7BD50ATrF3Vab5FQy7vtK8,LeAnn Rimes,Greatest Hits,How Do I Live,69,266973,False,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,4,country,0
4WZ3liyYz5ZzDcL4ibAuOi,Kane Brown,Grand,Grand,70,178973,False,0.583,0.856,6,-5.446,0,0.0445,0.00484,0.0,0.224,0.48,168.053,4,country,0
4cDX4xSAxCH2ckaU6cJM25,Dan + Shay;Mushroom People,Am I Ready - Pop Night Out,Tequila - Mushroom People Remix,0,197817,False,0.545,0.713,8,-6.944,0,0.0543,0.0187,0.0,0.0775,0.476,189.985,4,country,0
0EzEP3y1Q5XTFk4P2SZ60t,Upchurch,Creeker,Rattlin Chains,51,151307,True,0.244,0.754,10,-6.082,1,0.0646,0.0726,0.0,0.236,0.45,169.899,4,country,0
7k6tAZp4m93oswrPqSfBbc,Thomas Rhett;Kane Brown;Ava Max,SCOOB! The Album,On Me (feat. Ava Max),60,164683,False,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,4,country,0
34chhNX59Wo9HMFCsI3K8Y,Kane Brown;blackbear,Memory,Memory,72,153337,False,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,5,country,0
4DNBm8arpcX9ryR99JYE4y,Justin Moore,Sad Country Songs,She Ain’t Mine No More,1,217227,False,0.606,0.795,6,-5.03,1,0.0284,0.0411,0.0,0.0892,0.599,109.069,4,country,0
5ALPzPUKl3Np5BrYTFs4Pb,Jason Aldean,9,Talk About Georgia,46,164786,False,0.434,0.889,2,-4.243,1,0.0649,0.0232,0.0,0.0464,0.527,154.088,3,country,0
3hTB92pIwUNcIvpjvpyzDA,Gabby Barrett,Finest Country,Footprints on the Moon,0,190223,False,0.506,0.749,8,-4.982,0,0.0388,0.00648,2.03e-05,0.223,0.372,151.928,4,country,0
6TW8hTa1G41tVZ2RVEr9YI,Ashley McBryde,Never Leave - Country Magic,One Night Standards,0,190973,False,0.537,0.686,5,-5.022,1,0.0293,0.0287,0.00704,0.0988,0.611,78.051,4,country,0
2Bhq7YTxIZgkdbmRC1tZSZ,Three Dog Night,On air 70's Hits,An Old Fashioned Love Song - Single Version,0,226600,False,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,4,country,0
1CfnMFQtuay15XHlNGpCQa,Roger Miller,The Greatest Jazz Mix,King Of The Road - Single Version,0,148280,False,0.69,0.366,11,-10.414,1,0.0634,0.62,0.0,0.121,0.544,118.289,4,country,0
2hyP9WkqwrydvQZ7IrCe0N,Blake Shelton,Finest Country,Austin,0,230333,False,0.603,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.911,4,country,0
6lDWfsPviEeDc5xexjPOzF,Keith Urban;P!nk,Tailgate Country,One Too Many,0,203800,False,0.702,0.53,4,-6.403,1,0.0558,0.211,0.0,0.396,0.561,82.983,4,country,0
0mYUlkqXRLYYfiIMEYRuf9,RaeLynn,Country Road Songs,Tailgate,0,182289,False,0.608,0.755,1,-5.156,0,0.114,0.0525,0.0,0.0998,0.75,176.046,4,country,0
41fQMNPgj3QnyAFJhEepKx,Gunnar & The Grizzly Boys,Standard American,Standard American,43,209053,False,0.72,0.922,11,-4.827,0,0.113,0.0323,0.0,0.452,0.687,93.004,4,country,0
3ovpz51ql3sXfcDc66DNFb,Thomas Rhett,Country USA,Country Again,0,221240,False,0.467,0.481,2,-6.947,1,0.0255,0.227,0.000189,0.11,0.248,147.886,4,country,0
66ERrn57fmkbOq9zhELGPv,Zach Bryan,rainy day indie,November Air,2,243709,False,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,4,country,0
0HLZjlJQj7msam8bnAfDLn,Salebarbes,Gin à l'eau salée,Good Lord,45,188251,False,0.54,0.932,7,-5.488,1,0.0551,0.0427,0.0,0.337,0.905,151.923,4,country,0
5gviJgBATmGFHnWiQyx4xI,BRELAND;Keith Urban,Good Times Country,Throw It Back,1,188936,False,0.79,0.73,0,-4.98,1,0.0926,0.0586,0.0,0.0878,0.513,93.985,4,country,0
7GAaTpSoTWUTbP2Yxlt4Hd,Lady A,Need You Now,Need You Now,74,236440,False,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,4,country,0
5M8goiFYynmNxhueYW6grR,Blake Shelton;Gwen Stefani,Fully Loaded: God's Country,Nobody But You (Duet with Gwen Stefani),66,194866,False,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,4,country,0
6m239N2EPkMYkN5unIYT9F,Tim McGraw,Sad Country Songs,Doggone,1,215906,False,0.629,0.538,1,-7.386,1,0.029,0.416,1.07e-05,0.107,0.353,121.256,4,country,0
36kJAxLb04RxqtTETruUKM,Midland,Tailgate Country,East Bound And Down,0,177098,False,0.62,0.974,7,-4.175,1,0.0717,0.041,1.61e-05,0.339,0.711,118.06,4,country,0
1eUagnbOw9MjesonPWNkNQ,Parker McCollum,The Limestone Kid,Galveston Bay,46,246466,False,0.527,0.375,0,-6.387,1,0.0243,0.482,0.0,0.132,0.318,81.92,3,country,0
0qkdE1C0ufnUISKwhg8Wh6,Lady A,Ocean,What If I Never Get Over You,64,206597,False,0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,4,country,0
5qWwotKwu8uj7IoSFvbAmk,Carrie Underwood,Country Christmas Greatest Hits,Favorite Time Of Year,1,195320,False,0.509,0.881,0,-5.302,1,0.0497,0.00489,0.0,0.359,0.509,141.881,4,country,0
5hwySzV76a0LyYExMoK5tq,BEIST;Stjørna Heimbrentslag,Kongen av campen,Kongen av campen,45,162013,False,0.65,0.844,2,-7.664,1,0.116,0.418,0.0,0.291,0.341,152.993,4,country,0
1G361ryM99zEbcnA55b4Q1,Enrique Guzman,La Gran Colección del 60 Aniversario CBS - Enrique Guzmán,Las Hojas Muertas,34,217520,False,0.208,0.459,7,-5.928,0,0.0312,0.642,1.48e-06,0.414,0.232,80.359,4,rock-n-roll,0
1yeGawrdY1KquDyotx6bAy,Paco Cañedo,Paco Cañedo,Cuándo Volverás (Ginny Come Lately),33,163173,False,0.54,0.0794,9,-23.746,1,0.031,0.564,0.0,0.0436,0.601,99.866,4,rock-n-roll,0
0apq2ENNMlYg9Os1osfJ3Y,The Cascades,"Music To Park By ""20 Great Romantic Hits""",Rhythm Of The Rain,0,149160,False,0.761,0.561,4,-12.306,1,0.0354,0.129,7.71e-06,0.0833,0.966,117.483,4,rock-n-roll,0
2v9mhshNkMH1bc16GPgHt2,Los Freddy's,20 Éxitos Populares,Francamente,31,160760,False,0.8,0.441,3,-7.942,1,0.0317,0.499,0.0,0.207,0.463,104.122,4,rock-n-roll,0
7EJ98pT3b8tE96Eolngl9P,Mike Laure,Lo Mejor De Mike Laure,Grande De Caderas,34,150616,False,0.733,0.34,7,-11.752,1,0.0653,0.545,0.0,0.0678,0.777,108.747,4,rock-n-roll,0
5uvi6UhmUFn8jiSPxPOeIo,Los Apson Boys,Atras de la Raya,Cuando Era Jovencito,32,149629,False,0.5,0.561,4,-8.109,1,0.0356,0.55,0.0,0.0546,0.951,148.113,4,rock-n-roll,0
6ImmlZj8ysK2jDnqqbKp60,Ricky Nelson,Rick Is 21,"Hello Mary Lou, Goodbye Heart - Remastered",56,138546,False,0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995,4,rock-n-roll,0
2Qhvi6R73Zj3cpzRYzcAww,Bobby Goldsboro,Honey,Honey,60,238733,False,0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,4,rock-n-roll,0
6u37hNmGrLcHaKJdau3dlF,Roberto Jordan,RCA 100 Años De Musica,La Chica de los Ojos Café - Brown Eyed Girl,32,178666,False,0.519,0.536,7,-7.267,1,0.0284,0.233,0.0,0.095,0.874,76.848,4,rock-n-roll,0
2EVbRYZx9m4dZh1W1OHXcI,Frankie y Los Matadores,Rock Latino: Oldies,Conozco a los dos,30,175786,False,0.774,0.365,7,-8.688,1,0.0398,0.707,0.000874,0.196,0.649,110.668,4,rock-n-roll,0
2ko3qA1QJZ7nla7XDImYHv,Los Apson,12 Grandes exitos Vol. 2,Barba azul - Let's Do The limbo,32,170000,False,0.669,0.728,7,-7.796,1,0.0501,0.426,0.0,0.152,0.788,137.174,4,rock-n-roll,0
5iH9T60XDWhYNY8Jhv7stk,Los Pasteles Verdes,Canta Aldo,Alguien Cantó,36,234200,False,0.744,0.606,7,-5.729,0,0.03,0.0545,0.0,0.11,0.636,112.549,3,rock-n-roll,0
0E2qH2t1qUkl5Vbs5xLHcV,Gualberto Castro,La Gran Coleccion Del 60 Aniversario CBS - Gualberto Castro,Qué Mal Amada Estás,31,213200,False,0.368,0.64,8,-8.24,1,0.0488,0.392,0.0,0.166,0.542,168.027,4,rock-n-roll,0
4av2x96C9yjPyq0szOd63h,Johnny Rivers,Rewind,Tracks Of My Tears,31,180800,False,0.423,0.39,2,-13.829,1,0.0292,0.591,0.0,0.312,0.7,100.475,4,rock-n-roll,0
16IdUN5TSzVe2vwnSV9wRD,Enrique Guzman;Los Teen Tops,El Rock de los 60s,Mi Suegra Llego,33,164649,False,0.741,0.373,11,-13.263,1,0.0405,0.965,0.0,0.158,0.7,128.136,4,rock-n-roll,0
3sgM5LULIwLCe5ocE1jLtS,Los Pasteles Verdes,Volveré por Ti,Volveré por Ti,32,204445,False,0.23,0.582,4,-3.625,0,0.0331,0.0962,0.0,0.0558,0.409,173.36,4,rock-n-roll,0
08ksJGciam3UJhNdVJ7I4S,Los Chicanos,Tesoros De Coleccion - Los Chicanos,El Puente de Piedra,41,220866,False,0.465,0.433,7,-9.187,1,0.0268,0.507,0.0,0.142,0.447,96.513,4,rock-n-roll,0
2s53l8lFoLN7xWgYMnAdJX,Los Apson,La Leyenda Continúa (20 Éxitos),Cuándo Era Jovencito,37,160684,False,0.743,0.607,4,-8.336,1,0.032,0.0765,5e-05,0.314,0.895,135.975,4,rock-n-roll,0
3g1SvPCQWfw4uP2gjux94b,Los Hermanos Carrion,20 Kilates,Entre la Lluvia y Mi Llorar,29,176613,False,0.665,0.263,0,-16.086,1,0.0249,0.595,2.3e-06,0.126,0.484,92.031,4,rock-n-roll,0
6d8yBVzlw4wJzygt2TnpXw,Grupo Lluvia,15 Baladas Inolvidables Vol. 1 - Las Mejores,Mi Plegaria,39,194686,False,0.561,0.44,2,-11.675,1,0.0308,0.178,0.0,0.258,0.691,105.627,4,rock-n-roll,0
0VexJnnOkihunQtGSyPt3Y,Johnny Laboriel;Los Rebeldes Del Rock,La Hiedra Venenosa,Dulces Tonterias,33,138631,False,0.747,0.57,5,-7.776,1,0.0296,0.844,1.53e-06,0.076,0.906,127.249,4,rock-n-roll,0
63EGslqVxh4qwvqGMl3vMA,michael holliday,Anthology: The Deluxe Collection (Remastered),The Story of My Life - Remastered,30,135047,False,0.651,0.549,9,-7.528,1,0.0432,0.813,0.262,0.297,0.888,139.179,4,rock-n-roll,0
4FAmccI3DfqPgHxEt0119u,Los Apson,12 Grandes exitos Vol. 1,Susie Q,31,125653,False,0.464,0.74,9,-6.698,1,0.0374,0.471,0.00192,0.14,0.958,151.242,4,rock-n-roll,0
5kstxhvKTpuO3A8PYmYeKV,Los Hooligans,La Onda Juvenil 25 Aniversario,Agujetas de Color de Rosa (Pink Shoe Laces),34,133573,False,0.542,0.561,4,-11.493,1,0.0397,0.75,0.0,0.346,0.761,142.925,4,rock-n-roll,0
37LMtqQkT9aEVZEedBJfw5,Jorge Muñiz;Ana Cirré,Serenata Volumen 3 Confidencias De Amor,Confidencias De Amor - Piel Canela,33,299983,False,0.548,0.547,6,-7.225,0,0.0495,0.503,0.0,0.0943,0.694,95.002,4,rock-n-roll,0
5eei9FW7kTYWg9MRTzmee3,Raul Vale,25 Años de Éxitos,Quiéreme Tal Como Soy,28,205133,False,0.521,0.561,10,-9.972,1,0.0374,0.642,2e-06,0.0768,0.335,119.324,4,rock-n-roll,0
4K7Ts5I4VYhKrxkbMZmP2J,Cool Candys,Cool Candys 3,Mustaschen,29,170536,False,0.723,0.819,6,-5.643,1,0.0378,0.4,0.0,0.417,0.964,111.341,4,rock-n-roll,0
3beXSl75AZaBHxVxDRGZ63,Los Cinco Latinos,Los Cinco Latinos,Quiereme Siempre (Love Me Forever),30,138333,False,0.417,0.556,10,-8.398,1,0.0371,0.816,1.28e-05,0.414,0.841,154.486,4,rock-n-roll,0
1hZnDaUq0F8VLn800aAbJK,Los Apson,"Amores Incomparables, Vol. 3",Fue en un Cafe,47,191040,False,0.734,0.458,4,-5.547,1,0.0287,0.685,0.0,0.0877,0.718,106.25,4,rock-n-roll,0
6xMaSiMUGZCpkAKXXYSOXa,Jorge Muñiz,Azulejos 2,Culpable O No,35,249240,False,0.553,0.442,5,-8.506,0,0.0292,0.811,0.0,0.682,0.324,140.057,4,rock-n-roll,0
7545Q9VR0txjH6yJUzo42v,Estela Nuñez,RCA 100 Anos De Musica - Segunda Parte,Aires del Mayab,38,194306,False,0.512,0.346,5,-10.235,1,0.0339,0.576,0.00288,0.268,0.49,98.601,4,rock-n-roll,0
6NPTmYw2yMu0Oz0IJkoxeR,Los Tukas,10 de Colección,Mis Noches Te Recuerdan,33,134400,False,0.643,0.574,0,-5.427,1,0.035,0.583,0.0,0.0492,0.845,108.002,4,rock-n-roll,0
7caj6X6NMX3tlhWnu1du6V,Ritchie Valens,Ritchie Valens,We Belong Together,69,116626,False,0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,3,rock-n-roll,0
60QaBBHXudiV3W2sZDuYAb,Mike Laure,15 Éxitos,El Caiman (Se Va El Caiman),33,151973,False,0.5,0.501,9,-8.328,1,0.274,0.62,0.0,0.0738,0.92,207.952,4,rock-n-roll,0
2pFyqaViQHNs36eMyyn85q,Turbonegro,Apocalypse Dudes,"Don`t Say Motherfucker, Motherfucker",29,130520,False,0.321,0.938,4,-3.28,0,0.0405,1.05e-05,3.02e-05,0.311,0.762,165.068,4,rock-n-roll,0
3w7CYh1wbLGRC5MLFUhJer,Alberto Vazquez;Manolo Muñoz,Rancheras Inmortales,Ando Que Me Lleva,32,193671,False,0.374,0.336,7,-8.297,1,0.0304,0.31,3.91e-06,0.0577,0.511,146.65,3,rock-n-roll,0
0rZFY2cnAlMSu7t9GegK9M,The Good The Bad and The Zugly,Research and Destroy,Nostradumbass,30,201943,False,0.409,0.884,4,-5.604,0,0.0344,1.72e-05,0.0442,0.187,0.443,139.955,4,rock-n-roll,0
6zcdLtTcaqCT4KAtESlNiY,Nelson Ned,Antologia (Volumen 2),El Dia Que Me Acaricies Lloraré,32,231093,False,0.308,0.338,7,-12.735,1,0.0379,0.582,0.0,0.0881,0.336,185.328,4,rock-n-roll,0
4O355ylmQaA6ozipU6jd7G,Los Freddy's,16 Exitos Vol. 1,Amor de los dos,37,193453,False,0.368,0.482,4,-7.827,1,0.0695,0.751,0.0,0.0598,0.631,188.984,3,rock-n-roll,0
3aRfIEkRcpOun80SfQhi3o,Los Solitarios,Antología. . . Los Solitarios,No llores corazón,36,175146,False,0.384,0.542,0,-9.158,1,0.0304,0.706,0.0155,0.329,0.398,85.487,4,rock-n-roll,0
3ZlZMY6etWSckMd4HpYJhM,Cesar Costa,Corazón Loco,Corazón Loco (Cuore Mato),30,168613,False,0.705,0.648,6,-6.686,0,0.0383,0.562,0.000572,0.155,0.789,137.714,4,rock-n-roll,0
4VFgikNc8JVEjp4vo2svQl,Los Hermanos Carrion,"Hermanos Carrión, Vol 1",Un Viejo Amor,29,170135,False,0.724,0.261,7,-19.102,1,0.0306,0.835,0.000613,0.0767,0.716,87.868,4,rock-n-roll,0
2huvYgcL2c9ortiXWtHOIx,Owe Thörnqvist,14 x Owe Thörnqvist,Varm korv boogie,31,114786,False,0.364,0.841,7,-4.1,1,0.0728,0.401,0.0,0.175,0.933,175.067,4,rock-n-roll,0
5NVMq3Dsy3V6PDBkTyz6PH,Elio Roca,Contigo y Aquí,Contigo y Aqui,27,236360,False,0.393,0.35,6,-10.048,0,0.0339,0.562,0.00103,0.0977,0.544,98.423,3,rock-n-roll,0
1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,Who Loves You,"December, 1963 (Oh What a Night!)",73,197146,False,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,4,rock-n-roll,0
7b94Oh1p69ue3mCdXsngrh,Mayte Gaos,Mayté...,El Gran Tomás (Norman),31,132680,False,0.716,0.195,9,-19.525,1,0.041,0.781,2.45e-05,0.149,0.943,132.025,4,rock-n-roll,0
34h9MSa3iPLTDe10PlDOM2,Alberto Vazquez;Manolo Muñoz,Rancheras Inmortales,Compadecete Mujer,28,176744,False,0.395,0.384,7,-7.398,1,0.0282,0.375,0.0,0.147,0.524,83.206,4,rock-n-roll,0
39zODpVtRvghMyfNjZ3BVK,Elvis Presley,"Elvis' Golden Records, Vol. 3",Stuck on You,54,139640,False,0.647,0.513,7,-12.372,1,0.0421,0.758,8.64e-06,0.108,0.955,131.641,4,rock-n-roll,0
